,level,text
639,1 - Low,right kanyeisright
640,1 - Low,government antiwhite regime
641,1 - Low,western civilization without westernkind support whitewellbeing reject antiwhitism
642,1 - Low,insecure looks statement tells think whitelivesmatter wlm whitewellbeing whitewellness itsokaytobewhite itsoktobewhite whiteculture whitesurvivalism waronwhites
643,1 - Low,people westernkind subjected allencompassing campaign psychological warfare waged history one teaching hate seek destruction antiwhite antiwhiteism antiwhitenarrative
644,1 - Low,remember waukesha
645,3 - High,kikes son satan
646,1 - Low,jew kike satan judaism kanye kanyeisright
647,1 - Low,jews jewish jewishprivilege pedos israel israeli kikes suck kids penis
648,1 - Low,genuinely hope kikes succeed turning everyone point counter productivity give war famine disease hatred ignorant finally peace jewishprivilege jewsdontcount alllivesmatter
649,2 - Mid,bitter career antiwhite opinions whitegenocide happening whitelivesmatter
650,1 - Low,taste future european children antiwhite oligarchs succeed must start fighting back
651,1 - Low,jews admitting we've saying along run banks media etc problem us talking it🤷‍♂️
652,1 - Low,must cleanse earth jewish faggotry disease
653,1 - Low,> chris fuck jews > shaafi source
654,1 - Low,incestracemixing rhetoric promoted jewish porn industry
655,1 - Low,never forget jews want kids
656,1 - Low,1 mainstream media run jews 2 white privilege hoax 3 jewish privilege along 4 excuses anymore see whats going
657,3 - High,blacks whites unite parasite lazernazi
658,1 - Low,thenoticing jews judaism kanyeisright kanye kanyewest federalreserve
659,1 - Low,thenoticing truth slavery antisemitism lie kanyewest kanyeisright
660,1 - Low,thenoticing jews judaism kanyeisright kanye kanyewest federalreserve
661,1 - Low,' wasnt wrong said jewish media different media companies jewish people red kanyeisright mora1lygr3y
662,1 - Low,jew cries thinks opportunity gain sympathy anonymous id cgtethxu 103122mon081627 no402257893 archived▶>>402258057 >>402258726 >>402259223 >>402259490 >>402259512 >>402259561 >>402259615 >>402260952
663,1 - Low,hate niggers
664,1 - Low,yesterday 940 channel migrants landed border farce rnli 40000 far year 'poor desperate people' 90 men 83 young men recently 60 albanian 100 unknown brought uk government located around country settled every area england here's celebrating imminent arrival colonisation england paid time defendenglandꓥ decoloniseengland
665,2 - Mid,victoria like cannon hinnant british scandinavian girls groomed muslims approximatively 24000 white women raped yearly blacks us one millions white people died hands antiwhites truth say name white man
666,3 - High,black demon envious beautiful white something black creature could never unattainable must've pained every day put child's hair ponytails something course could never frizzy
667,1 - Low,diversity forced wherever there're many whites anything requires diversity white diversity final solution white problem whitegenocide
668,1 - Low,where's corn pop need
669,1 - Low,without jews possibilities endless
670,1 - Low,america literally worships black people
671,1 - Low,let's play dumb people kvetching thenoticing would celebrating kanyeisright talking white people
672,1 - Low,kanye right jews displayed outside building ufuga game jacksonville fl saturday night
673,1 - Low,kanyeisright
674,2 - Mid,happened real christianity
675,3 - High,amusing jews proud history religion people lol cockroaches killed millions cockroaches dehumanized entire group people systematically slaughtering cockroaches expire america goes
676,2 - Mid,hail victory brothers
677,1 - Low,fucking kikes every fucking time thejews
678,1 - Low,jew thing really blowing said yes disproportionately represented media banking hollywood also disproportionately represented medicine smart boom end instead raging intolerance criticism led low iq community believe worst possible interpretation ye saying
679,1 - Low,whitelivesmatter
680,1 - Low,diversity means less white nhl gets f 84 white nba gets 82 black
681,1 - Low,oy vey… 1 proud boys disavowed jan 6 thats members went civilian clothes civilians 2 jada pinkett smith monkey joke brilliant parody oscarssowhite rant actually parody racism 3 obviously never denied holocaust explained holocaust deniers say number much smaller came starvation im advocating view explaining level rigor modern academia astrology levels
682,1 - Low,kidshandingmoneytodragqueens thing still going every fucking day check feed happened right stand please dont hurt anyone anything illegal let know isnt happening
683,4 - Very High,nah people gotta get hurt nothing else work
684,4 - Very High,need made example im thinking lines lavinia
685,1 - Low,make deal devil change mind walk away kill that's deal make tongue removed throat cut period thejews satan
686,1 - Low,netherlands 🇳🇱 today dutch done absurd elites fairytale kings peasants great awakening 🚨 royals
687,1 - Low,niggers ruin everything
688,1 - Low,⚠️🛑attention parents🛑 ❌we must let cr🏴‍☠️m🏴‍☠️nals run c🏴‍☠️untry‼️ imagine acting can't see abortion jewish religious sacrament aoc rrreeeeee join📡🔊🛰️👇
689,1 - Low,objective kill wytpipo first particular christians guns rests cattle comply whatever cabal tells join📡🔊🛰️👇
690,1 - Low,fuck modern day feminists say jewish anyway mentally unstable feminine traditional white women best
691,1 - Low,george floyd died fentanyl comes china distributed ms13 little rioters know protesting communism open borders
692,1 - Low,he's also got dwi aids
693,1 - Low,he's sniveling commie faggot matter name
694,1 - Low,brother christ heard jews
695,1 - Low,jewish population
696,1 - Low,gay marriage vote happened cuba today god said
697,1 - Low,kikes
698,1 - Low,know… jews suck
699,1 - Low,left make least one accusation isnt straw man proud boys white supremacists want erase trans youre phobic homosexuality follow qanon dont want blacks succeed youre petrified whites becoming minority allegations make trump even absurd… said mexicans rapists said nazis good people said grab women pussy etc get one real valid allegation
700,1 - Low,proud boys max hare john kinsman get 4 years beating antifa members jumped antifa gets charges beating two hispanic marines thought proud boys da cases soros appointed
701,1 - Low,nig nog ups driver portland last year killed guy said called nig charges even filed
702,1 - Low,people say there's war whites
703,1 - Low,fucking antifa scum🖕🖕🖕 antifa
704,1 - Low,better yet beat shit actual da considering much treason committing
705,1 - Low,give fuck thousand higher ups country either committed treason accomplices treason people need balls back sympathy useful idiots lives mean nothing know peace must kept since retaliation would ridiculous every last one lives worth million lives
706,1 - Low,henry winkler audition fonz imitation stallone movie worked began long legacy jews acting like stupid italians
707,1 - Low,radical left demanded white women take racial grievance torch use privilege good worked got trump trudeau indemnified blm freed antifa etc left went fuck bitch never trust marxist
